"step","downsteramPressure_730,6999999999999_0,8133333333333332_0,2645"
2000.0,1.0925782
4000.0,1.080966
6000.0,1.0811486
8000.0,1.2086646556854248
10000.0,1.106279730796814
12000.0,0.8752253651618958
14000.0,0.6151591539382935
16000.0,0.4513202905654907
18000.0,0.44307076930999756
20000.0,0.5684870481491089
22000.0,0.7449116706848145
24000.0,0.9262824058532715
26000.0,1.0926796197891235
28000.0,1.2281850576400757
30000.0,1.3488612174987793
32000.0,1.448551893234253
34000.0,1.535382866859436
36000.0,1.6077930927276611
38000.0,1.6582696437835693
40000.0,1.7000014781951904
42000.0,1.741652011871338
44000.0,1.7728588581085205
46000.0,1.8060567378997803
48000.0,1.8284826278686523
50000.0,1.8409440517425537
52000.0,1.8646202087402344
54000.0,1.8806413412094116
56000.0,1.8871240615844727
58000.0,1.9030945301055908
60000.0,1.9132320880889893
62000.0,1.9233111143112183
64000.0,1.933751106262207
66000.0,1.9394428730010986
68000.0,1.9407857656478882
70000.0,1.945908784866333
72000.0,1.9454313516616821
74000.0,1.9559311866760254
76000.0,1.9556152820587158
78000.0,1.9602692127227783
80000.0,1.9616341590881348
82000.0,1.9607832431793213
84000.0,1.9582502841949463
86000.0,1.9600603580474854
88000.0,1.9579260349273682
90000.0,1.9588634967803955
92000.0,1.9516727924346924
94000.0,1.9492247104644775
96000.0,1.9488961696624756
98000.0,1.9450303316116333
100000.0,1.9424920082092285
102000.0,1.9379255771636963
104000.0,1.9364292621612549
106000.0,1.9336392879486084
108000.0,1.9300477504730225
110000.0,1.9256707429885864
112000.0,1.9237287044525146
114000.0,1.9213100671768188
116000.0,1.9175982475280762
118000.0,1.911636471748352
120000.0,1.9100182056427002
122000.0,1.908017635345459
124000.0,1.903615951538086
126000.0,1.9011222124099731
128000.0,1.8948956727981567
130000.0,1.8920272588729858
132000.0,1.888145923614502
134000.0,1.8864569664001465
136000.0,1.8840183019638062
138000.0,1.8790651559829712
140000.0,1.877091407775879
142000.0,1.8720777034759521
144000.0,1.8693537712097168
146000.0,1.8681156635284424
148000.0,1.8637678623199463
150000.0,1.8583498001098633
152000.0,1.8585057258605957
154000.0,1.8543742895126343
156000.0,1.85224187374115
158000.0,1.847616195678711
160000.0,1.844368577003479
162000.0,1.8445796966552734
164000.0,1.8390531539916992
166000.0,1.8369050025939941
168000.0,1.8332788944244385
170000.0,1.8309285640716553
172000.0,1.8279571533203125
174000.0,1.8247568607330322
176000.0,1.823927402496338
178000.0,1.8205819129943848
180000.0,1.8193676471710205
182000.0,1.815943717956543
184000.0,1.8140949010849
186000.0,1.8089652061462402
188000.0,1.8073511123657227
190000.0,1.8052253723144531
192000.0,1.8024343252182007
194000.0,1.7993215322494507
196000.0,1.7968456745147705
198000.0,1.7933707237243652
200000.0,1.7916094064712524
202000.0,1.788742184638977
204000.0,1.7872681617736816
206000.0,1.7841930389404297
208000.0,1.781642198562622
210000.0,1.7804150581359863
212000.0,1.7770249843597412
214000.0,1.7741820812225342
216000.0,1.7725664377212524
218000.0,1.770823359489441
220000.0,1.7670855522155762
222000.0,1.766814947128296
224000.0,1.7645461559295654
226000.0,1.7620768547058105
228000.0,1.7586661577224731
230000.0,1.757925271987915
232000.0,1.7569923400878906
234000.0,1.7534840106964111
236000.0,1.7515013217926025
238000.0,1.7502193450927734
240000.0,1.7489203214645386
242000.0,1.7468212842941284
244000.0,1.7441688776016235
246000.0,1.7440977096557617
248000.0,1.74075448513031
250000.0,1.7394076585769653
252000.0,1.739152193069458
254000.0,1.7358245849609375
256000.0,1.734999179840088
258000.0,1.7334998846054077
260000.0,1.7307689189910889
262000.0,1.7298941612243652
264000.0,1.7277255058288574
266000.0,1.7267875671386719
268000.0,1.725951910018921
270000.0,1.7237458229064941
272000.0,1.7228660583496094
274000.0,1.721840500831604
276000.0,1.7197935581207275
278000.0,1.718092918395996
280000.0,1.7163963317871094
282000.0,1.7153716087341309
284000.0,1.7148256301879883
286000.0,1.7135169506072998
288000.0,1.7121014595031738
290000.0,1.710690975189209
292000.0,1.7101216316223145
294000.0,1.708888292312622
296000.0,1.7075285911560059
298000.0,1.7057790756225586
300000.0,1.7047522068023682
302000.0,1.7034083604812622
304000.0,1.7026504278182983
306000.0,1.700186848640442
308000.0,1.700586199760437
310000.0,1.6998798847198486
312000.0,1.698280930519104
314000.0,1.6978195905685425
316000.0,1.6963669061660767
318000.0,1.6957770586013794
320000.0,1.694823145866394
322000.0,1.6937487125396729
324000.0,1.69327712059021
326000.0,1.6918044090270996
328000.0,1.692223072052002
330000.0,1.6905527114868164
332000.0,1.689589023590088
334000.0,1.6887896060943604
336000.0,1.688014268875122
338000.0,1.6870203018188477
340000.0,1.6862616539001465
342000.0,1.68569016456604
344000.0,1.6845157146453857
346000.0,1.6845669746398926
348000.0,1.68405020236969
350000.0,1.6823577880859375
352000.0,1.6823992729187012
354000.0,1.681099772453308
356000.0,1.6815228462219238
358000.0,1.6808768510818481
360000.0,1.6795258522033691
362000.0,1.6785523891448975
364000.0,1.6787898540496826
366000.0,1.6776938438415527
368000.0,1.6769812107086182
370000.0,1.6768205165863037
372000.0,1.675011396408081
374000.0,1.6752922534942627
376000.0,1.67453932762146
378000.0,1.674407720565796
380000.0,1.673886775970459
382000.0,1.6728365421295166
384000.0,1.6726844310760498
386000.0,1.672256588935852
388000.0,1.6721259355545044
390000.0,1.6712045669555664
392000.0,1.670588493347168
394000.0,1.6704585552215576
396000.0,1.669947624206543
398000.0,1.6692168712615967
400000.0,1.6684582233428955
402000.0,1.668248176574707
404000.0,1.6675968170166016
406000.0,1.6677838563919067
408000.0,1.667252540588379
410000.0,1.6667298078536987
412000.0,1.6664237976074219
414000.0,1.6659202575683594
416000.0,1.6655555963516235
418000.0,1.6651920080184937
420000.0,1.6648695468902588
422000.0,1.6644349098205566
424000.0,1.6640565395355225
426000.0,1.6644630432128906
428000.0,1.6635339260101318
430000.0,1.6631861925125122
432000.0,1.6630303859710693
434000.0,1.6623187065124512
436000.0,1.66224205493927
438000.0,1.66158926486969
440000.0,1.661496877670288
442000.0,1.6610912084579468
444000.0,1.6608937978744507
446000.0,1.6608335971832275
448000.0,1.6603493690490723
