"step","downsteramPressureTot_359,7_0,7066666666666668_0,45049999999999996"
2000.0,3.934039
4000.0,4.005948
6000.0,3.9831486
8000.0,2.0252511501312256
10000.0,1.6241507530212402
12000.0,1.234014630317688
14000.0,0.9006669521331787
16000.0,0.7473702430725098
18000.0,0.8457663059234619
20000.0,1.2038471698760986
22000.0,1.623976230621338
24000.0,2.0378317832946777
26000.0,2.359705924987793
28000.0,2.6482396125793457
30000.0,2.86234712600708
32000.0,3.0248403549194336
34000.0,3.152580499649048
36000.0,3.2343673706054688
38000.0,3.278520345687866
40000.0,3.3151187896728516
42000.0,3.376868724822998
44000.0,3.4090826511383057
46000.0,3.459458827972412
48000.0,3.4856739044189453
50000.0,3.4793641567230225
52000.0,3.541574001312256
54000.0,3.5515694618225098
56000.0,3.5756218433380127
58000.0,3.572066068649292
60000.0,3.5947980880737305
62000.0,3.614673614501953
64000.0,3.63694167137146
66000.0,3.642435073852539
68000.0,3.6465487480163574
70000.0,3.6547367572784424
72000.0,3.6656832695007324
74000.0,3.688499927520752
76000.0,3.696352005004883
78000.0,3.7006216049194336
80000.0,3.7107105255126953
82000.0,3.707519054412842
84000.0,3.7228446006774902
86000.0,3.729142665863037
88000.0,3.7336537837982178
90000.0,3.747798442840576
92000.0,3.7501559257507324
94000.0,3.7559659481048584
96000.0,3.763533115386963
98000.0,3.77425217628479
100000.0,3.7769505977630615
102000.0,3.7798354625701904
104000.0,3.7854602336883545
106000.0,3.7877821922302246
108000.0,3.7926487922668457
110000.0,3.8038721084594727
112000.0,3.8062474727630615
114000.0,3.814182758331299
116000.0,3.8204965591430664
118000.0,3.8237905502319336
120000.0,3.823784112930298
122000.0,3.8392152786254883
124000.0,3.837918281555176
126000.0,3.8398399353027344
128000.0,3.839022636413574
130000.0,3.860299587249756
132000.0,3.8530778884887695
134000.0,3.8594250679016113
136000.0,3.864943027496338
138000.0,3.8681893348693848
140000.0,3.8693201541900635
142000.0,3.873616933822632
144000.0,3.8723058700561523
146000.0,3.881437301635742
148000.0,3.8874335289001465
150000.0,3.895423173904419
152000.0,3.888730049133301
154000.0,3.8974509239196777
156000.0,3.902277946472168
158000.0,3.909902572631836
160000.0,3.906919002532959
162000.0,3.9021506309509277
164000.0,3.920654296875
166000.0,3.9152655601501465
168000.0,3.9205052852630615
170000.0,3.9284071922302246
172000.0,3.925797700881958
174000.0,3.9302005767822266
176000.0,3.9335999488830566
178000.0,3.9372479915618896
180000.0,3.9387404918670654
182000.0,3.9422221183776855
184000.0,3.9457101821899414
186000.0,3.9483485221862793
188000.0,3.953646659851074
190000.0,3.954277515411377
192000.0,3.954793930053711
194000.0,3.9588699340820312
196000.0,3.9599037170410156
198000.0,3.9579098224639893
200000.0,3.9649548530578613
202000.0,3.96633243560791
204000.0,3.9702072143554688
206000.0,3.971632480621338
208000.0,3.9685921669006348
210000.0,3.9779839515686035
212000.0,3.977149724960327
214000.0,3.978942394256592
216000.0,3.9791717529296875
218000.0,3.980668067932129
220000.0,3.987074851989746
222000.0,3.9865403175354004
224000.0,3.98870849609375
226000.0,3.994019031524658
228000.0,3.998150110244751
230000.0,3.9991984367370605
232000.0,3.9919261932373047
234000.0,3.99690580368042
236000.0,3.9967238903045654
238000.0,4.000351905822754
240000.0,4.001890659332275
242000.0,4.006690979003906
244000.0,4.005719184875488
246000.0,4.008509635925293
248000.0,4.007720947265625
250000.0,4.014796733856201
252000.0,4.013279438018799
254000.0,4.014781951904297
256000.0,4.011880397796631
258000.0,4.016747951507568
260000.0,4.020814895629883
262000.0,4.020153999328613
264000.0,4.020172595977783
266000.0,4.02318000793457
268000.0,4.020780563354492
270000.0,4.020046234130859
272000.0,4.02542781829834
274000.0,4.027362823486328
276000.0,4.029018878936768
278000.0,4.029336929321289
280000.0,4.034168243408203
282000.0,4.02866268157959
284000.0,4.030389785766602
286000.0,4.034530162811279
288000.0,4.034940719604492
290000.0,4.039024829864502
292000.0,4.0369553565979
294000.0,4.033373832702637
296000.0,4.038010120391846
298000.0,4.036064147949219
300000.0,4.0394511222839355
302000.0,4.039498329162598
304000.0,4.041790008544922
306000.0,4.041916370391846
308000.0,4.043856143951416
310000.0,4.044042587280273
312000.0,4.04373836517334
314000.0,4.045876979827881
316000.0,4.0465850830078125
318000.0,4.047670364379883
320000.0,4.05109977722168
322000.0,4.050204277038574
324000.0,4.051841735839844
326000.0,4.054776668548584
328000.0,4.050195693969727
330000.0,4.053703784942627
332000.0,4.051722049713135
334000.0,4.055947780609131
336000.0,4.054096221923828
338000.0,4.055619239807129
340000.0,4.054083824157715
342000.0,4.057229995727539
344000.0,4.057080268859863
346000.0,4.056267738342285
348000.0,4.059412479400635
350000.0,4.06064510345459
352000.0,4.061810493469238
354000.0,4.060188293457031
356000.0,4.061686038970947
358000.0,4.058533668518066
360000.0,4.0602922439575195
362000.0,4.064419746398926
364000.0,4.061008453369141
